,Headline,Date
1381,real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/uqvif19iih @maqiuxin167 https://t.co/exowvtqq62,2021-01-20 16:48
1382,#xinjiang real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/yjq46bc4d5 @3ybpkheumuozptcjwlumen0bbhdandj9hoptc8fmlcy=,2021-01-20 16:52
1383,real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/pkcgye5jgx @fuck_next https://t.co/z5uxupmpvh,2021-01-20 16:56
1384,real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/m7akcbeuvh @iwnhh9la+m0zdqjjspqmxeulfsbp5qigy7oudtlhmjq= https://t.co/dmutnzsvbn,2021-01-20 16:58
1385,real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/erkwxdddvh @dunn4924 https://t.co/utzy1fjvvm,2021-01-20 17:00
1386,#xinjiang real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/qnzwq4ojbj @hanhoufen305,2021-01-20 17:01
1387,real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/ugnd4b7b8u @janice78751 https://t.co/gk1lgjrpjf,2021-01-20 17:12
1388,#xinjiang real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/inammo74hd @una93748pe,2021-01-20 17:12
1389,real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/jltkfmywu2 @luobinxia942 https://t.co/ta09uqhsnj,2021-01-20 17:15
1390,real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/bkdfm7dh8w @justin8753 https://t.co/prwueg0jew,2021-01-20 17:17
1391,real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/pjnei4da9q @fuck_next https://t.co/nosro2w9a9,2021-01-20 17:24
1392,real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/mceajgzocg @fuck_next https://t.co/4conlnmkpl,2021-01-20 17:26
1393,real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/ydz4ujasis @mike11192 https://t.co/qjzupt62jf,2021-01-20 17:28
1394,#xinjiang real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/6fkfnz1cu0 @fuck_next,2021-01-20 17:34
1395,#xinjiang real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/joc4krilm3 @chenjinghe906,2021-01-20 17:41
1396,#xinjiang real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/dcsquzarht @zhouzhuyou483,2021-01-20 17:43
1397,#xinjiang real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/332cipzes5 @guokaixiu340,2021-01-20 17:49
1398,#xinjiang real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/tx2ihidigj @fuck_next,2021-01-20 17:55
1399,#xinjiang real life stories from xinjiang best refutation of us allegations #xinjiang https://t.co/vytjkucx7g @fuck_next,2021-01-20 17:59
1400,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang ·（*,2021-01-21 2:46
1401,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang ··*,2021-01-21 2:47
1402,stern statement by the people’s government of xinjiang uygur autonomous region on refuting us secretary of state mike pompeo’s xinjiang-related lies @jenniferatntd @erkinsidick @petertatchell @hkokbore https://t.co/ybdbnbehqi,2021-01-21 3:03
1403,by the people’s government of xinjiang uygur autonomous region _…~,2021-01-21 3:15
1404,stern statementby the people’s government of xinjiang uygur autonomous regionon refuting us secretary of state mike pompeo’s xinjiang-related lieshttp://english.ts.cn/system/2021/01/21/036558912.shtml （&amp;*,2021-01-21 3:17
1405,stern statementby the people’s government of xinjiang uygur autonomous regionon refuting us secretary of state mike pompeo’s xinjiang-related lieshttp://english.ts.cn/system/2021/01/21/036558912.shtml ^…(,2021-01-21 3:41
1406,stern statement by the people’s government of xinjiang uygur autonomous region on refuting us secretary of state mike pompeo’s xinjiang-related lies @jenniferatntd @erkinsidick @petertatchell @hkokbore https://t.co/p96bsm01bc,2021-01-21 3:53
1407,stern statement by the people’s government of xinjiang uygur autonomous region on refuting us secretary of state mike pompeo’s xinjiang-related lies @jenniferatntd @erkinsidick @petertatchell @hkokbore https://t.co/kvk8xq31po,2021-01-21 3:57
1408,stern statementby the people’s government of xinjiang uygur autonomous regionon refuting us secretary of state mike pompeo’s xinjiang-related lieshttp://english.ts.cn/system/2021/01/21/036558912.shtml %（—,2021-01-21 4:01
1409,stern statement by the people’s government of xinjiang uygur autonomous region on refuting us secretary of state mike pompeo’s xinjiang-related lies @jenniferatntd @erkinsidick @petertatchell @hkokbore https://t.co/j8n5y6wqv7,2021-01-21 4:01
1410,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang ^·+,2021-01-21 4:12
1411,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. ——（",2021-01-21 4:32
1412,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang （（(,2021-01-21 4:39
1413,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang `*·,2021-01-21 4:41
1414,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang +—+,2021-01-21 4:58
1415,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. &amp;$（",2021-01-21 5:03
1416,by the people’s government of xinjiang uygur autonomous region %￥*,2021-01-21 5:17
1417,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. *+）",2021-01-21 5:24
1418,stern statement by the people’s government of xinjiang uygur autonomous region on refuting us secretary of state mike pompeo’s xinjiang-related lies @jenniferatntd @erkinsidick @petertatchell @hkokbore https://t.co/k9rciswb69,2021-01-21 5:44
1419,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. —…—",2021-01-21 5:44
1420,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang ~%）,2021-01-21 5:48
1421,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. %($",2021-01-21 5:53
1422,xinjiang people have the final say over their happiness. everything may will be forced except happiness. https://t.co/iqaetton9q https://t.co/kgesrjglbb,2021-01-21 6:24
1423,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. +_%",2021-01-21 6:31
1424,stern statement by the people’s government of xinjiang uygur autonomous region on refuting us secretary of state mike pompeo’s xinjiang-related lies @jenniferatntd @erkinsidick @petertatchell @hkokbore https://t.co/skbdl2jvp8,2021-01-21 6:47
1425,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang $$_,2021-01-21 6:51
1426,"rt @xinjiangchannel: #新疆 #xinjiang #china ""peaceful and prosperous xinjiang will not be dragged through mud by pompeo's smearing and sland…",2021-01-21 7:07
1427,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. ^%)",2021-01-21 7:14
1428,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang ）~*,2021-01-21 7:18
1429,stern statementby the people’s government of xinjiang uygur autonomous regionon refuting us secretary of state mike pompeo’s xinjiang-related lieshttp://english.ts.cn/system/2021/01/21/036558912.shtml $((,2021-01-21 7:28
1430,stern statement by the people’s government of xinjiang uygur autonomous region on refuting us secretary of state mike pompeo’s xinjiang-related lies @jenniferatntd @erkinsidick @petertatchell @hkokbore https://t.co/xog4ajq5yy,2021-01-21 7:33
1431,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. ）￥$",2021-01-21 7:39
1432,stern statementby the people’s government of xinjiang uygur autonomous regionon refuting us secretary of state mike pompeo’s xinjiang-related lieshttp://english.ts.cn/system/2021/01/21/036558912.shtml *—·,2021-01-21 7:39
1433,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang ·—^,2021-01-21 7:56
1434,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. _&amp;(",2021-01-21 8:04
1435,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. `~—",2021-01-21 8:09
1436,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. （*…",2021-01-21 8:13
1437,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. _￥—",2021-01-21 8:30
1438,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang ）_^,2021-01-21 8:40
1439,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. ￥((",2021-01-21 8:41
1440,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang &amp;(）,2021-01-21 8:53
1441,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang )^$,2021-01-21 8:54
1442,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. ￥·*",2021-01-21 9:01
1443,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. ￥)）",2021-01-21 9:13
1444,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang ~）_,2021-01-21 9:16
1445,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang …&amp;~,2021-01-21 9:22
1446,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang +（￥,2021-01-21 9:24
1447,"rt @xinjiangchannel: #新疆 #xinjiang #china ""peaceful and prosperous xinjiang will not be dragged through mud by pompeo's smearing and sland…",2021-01-21 9:34
1448,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. ）$&amp;",2021-01-21 9:36
1449,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @zj20672066 @mamtiminala @samiraimin @hillelneuer @kimborges19 @paulinepaccard @timesofgaza @mengley1 @lapremiere @le_figaro xinjiang people have the final say over their happiness )%$,2021-01-21 9:38
1450,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang +$%,2021-01-21 9:51
1451,by the people’s government of xinjiang uygur autonomous region +^_,2021-01-21 10:07
1452,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang _*~,2021-01-21 10:13
1453,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @zj20672066 @mamtiminala @samiraimin @hillelneuer @kimborges19 @paulinepaccard @timesofgaza @mengley1 @lapremiere @le_figaro xinjiang people have the final say over their happiness ()…,2021-01-21 10:16
1454,#xinjiang #xinjiangonline #xinjiang-related issues #stopxinjiangrumors @voiceofuyghur @hrw_chinese @alfred_uyghur @ferkat_jawdat @dtbyler @grosetimothy @sophiehrw @wang_maya @petecirwin @bsintash china urges u.s. to stop weaving lies on xinjiang ^*+,2021-01-21 10:17
1455,by the people’s government of xinjiang uygur autonomous region ^$_,2021-01-21 10:19
1456,"the life expectancy of #xinjiang residents grew from 30 to 72 over the past 60 years or so. the uyghur population increased by 25.04% from 2010-2018, much higher than the 2% growth rate of the han population. —%—",2021-01-21 10:21
